2021-11-20 15:07:08 UTC+0000|[LIVE RESPONSE]| (System time)|
2021-11-20 15:06:56 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 17:11:00 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2016-07-16 13:24:52 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:43:44 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 19:29:24 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 17:10:56 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 13:53:24 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:37 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:43:42 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2016-07-16 13:24:12 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\SECURITY| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:03 UTC+0000|[Handle (Key)]| USER| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2012-05-22 00:00:08 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2012-05-22 00:00:08 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:04 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:43:42 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\CONTROL PANEL\INTERNATIONAL\USER PROFILE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 16:12:33 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500_CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\APPCONTAINER\STORAGE\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:43:42 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\THEMES\PERSONALIZE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:33 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\ACCENT| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 19:28:50 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\APPSCONSTRAINTINDEX| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 19:28:50 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\APPSCONSTRAINTINDEX| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 19:28:50 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\SETTINGSCONSTRAINTINDEX| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 19:28:50 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\SETTINGSCONSTRAINTINDEX| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:43:44 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE\POLICIES| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 17:10:58 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{905E63B6-C1BF-494E-B29C-65B732D3D21A}\PROPERTYBAG| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:03 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500\SOFTWARE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:49:58 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 17:24:35 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\POLICIES| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:11:14 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\WOW6432NODE| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-20 14:20:22 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:56 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\ROAMINGSTATE\CONFIGURATION| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:44:39 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3200536464-3375982059-3076520942-500_CLASSES| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:45:18 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\APPINDEXER| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2021-11-19 14:45:18 UTC+0000|[Handle (Key)]| A\{F60851A1-1097-3F9D-172E-D9E68990A2C0}\LOCALSTATE\APPINDEXER| SearchUI.exe PID: 3160/PPID: 860/POffset: 0x13141800
2016-12-21 06:54:39 UTC+0000|[PE HEADER (exe)]| SearchUI.exe| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7ff68ff20000
2016-12-21 06:54:39 UTC+0000|[PE DEBUG]| SearchUI.exe| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7ff68ff20000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (exe)]| SearchUI.exe| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7ff68ff20000
2016-11-11 08:59:43 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff55180000
2016-11-11 08:59:43 UTC+0000|[PE DEBUG]| ntdll.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff55180000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff55180000
2016-12-09 09:42:22 UTC+0000|[PE HEADER (dll)]| bcrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51530000
2016-12-09 09:42:22 UTC+0000|[PE DEBUG]| bcrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51530000
2021-11-20 14:20:21 UTC+0000|[DLL LOADTIME (dll)]| bcrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51530000
2016-07-16 02:17:43 UTC+0000|[PE HEADER (dll)]| Windows.Graphics.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff437a0000
2016-07-16 02:17:43 UTC+0000|[PE DEBUG]| Windows.Graphics.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff437a0000
2021-11-20 14:20:23 UTC+0000|[DLL LOADTIME (dll)]| Windows.Graphics.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff437a0000
2016-07-16 02:26:30 UTC+0000|[PE HEADER (dll)]| logoncli.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e780000
2016-07-16 02:26:30 UTC+0000|[PE DEBUG]| logoncli.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e780000
2021-11-20 14:20:22 UTC+0000|[DLL LOADTIME (dll)]| logoncli.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e780000
2016-12-09 09:41:15 UTC+0000|[PE HEADER (dll)]| gdi32full.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51670000
2016-12-09 09:41:15 UTC+0000|[PE DEBUG]| gdi32full.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51670000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| gdi32full.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51670000
2016-07-16 02:11:39 UTC+0000|[PE HEADER (dll)]| rmclient.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff43c80000
2016-07-16 02:11:39 UTC+0000|[PE DEBUG]| rmclient.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff43c80000
2021-11-20 14:20:25 UTC+0000|[DLL LOADTIME (dll)]| rmclient.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff43c80000
2016-12-09 09:27:53 UTC+0000|[PE HEADER (dll)]| cdp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff464c0000
-|[PE DEBUG]| cdp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff464c0000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| cdp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff464c0000
2016-07-16 02:27:07 UTC+0000|[PE HEADER (dll)]| capauthz.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff472c0000
-|[PE DEBUG]| capauthz.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff472c0000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| capauthz.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff472c0000
2016-12-14 04:38:43 UTC+0000|[PE HEADER (dll)]| Windows.UI.Xaml.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff396f0000
2016-12-14 04:38:43 UTC+0000|[PE DEBUG]| Windows.UI.Xaml.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff396f0000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| Windows.UI.Xaml.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff396f0000
2016-07-16 02:10:44 UTC+0000|[PE HEADER (dll)]| msvcp_win.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff52610000
-|[PE DEBUG]| msvcp_win.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff52610000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| msvcp_win.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff52610000
2016-07-16 02:23:22 UTC+0000|[PE HEADER (dll)]| Bcp47Langs.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e310000
2016-07-16 02:23:22 UTC+0000|[PE DEBUG]| Bcp47Langs.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e310000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| Bcp47Langs.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4e310000
2016-11-11 09:02:41 UTC+0000|[PE HEADER (dll)]| Windows.UI.Immersive.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff44540000
-|[PE DEBUG]| Windows.UI.Immersive.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff44540000
2021-11-20 14:20:22 UTC+0000|[DLL LOADTIME (dll)]| Windows.UI.Immersive.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff44540000
2016-09-15 16:37:10 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff550d0000
2016-09-15 16:37:10 UTC+0000|[PE DEBUG]| GDI32.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff550d0000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| GDI32.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff550d0000
2016-11-11 09:05:01 UTC+0000|[PE HEADER (dll)]| urlmon.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff47770000
-|[PE DEBUG]| urlmon.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff47770000
2021-11-20 14:20:22 UTC+0000|[DLL LOADTIME (dll)]| urlmon.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff47770000
2016-07-16 02:11:22 UTC+0000|[PE HEADER (dll)]| Cabinet.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff46d80000
2016-07-16 02:11:22 UTC+0000|[PE DEBUG]| Cabinet.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff46d80000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| Cabinet.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff46d80000
2016-11-02 10:14:40 UTC+0000|[PE HEADER (dll)]| iertutil.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a9a0000
2016-11-02 10:14:40 UTC+0000|[PE DEBUG]| iertutil.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a9a0000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| iertutil.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a9a0000
2016-07-16 02:24:39 UTC+0000|[PE HEADER (dll)]| globinputhost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff42ef0000
-|[PE DEBUG]| globinputhost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff42ef0000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| globinputhost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff42ef0000
2016-08-02 08:21:20 UTC+0000|[PE HEADER (dll)]| win32u.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51bd0000
2016-08-02 08:21:20 UTC+0000|[PE DEBUG]| win32u.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51bd0000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| win32u.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51bd0000
2016-07-16 02:29:24 UTC+0000|[PE HEADER (dll)]| fontgroupsoverride.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4dd80000
2016-07-16 02:29:24 UTC+0000|[PE DEBUG]| fontgroupsoverride.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4dd80000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| fontgroupsoverride.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4dd80000
2016-12-09 09:21:32 UTC+0000|[PE HEADER (dll)]| d3d10warp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a710000
2016-12-09 09:21:32 UTC+0000|[PE DEBUG]| d3d10warp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a710000
2021-11-20 14:20:21 UTC+0000|[DLL LOADTIME (dll)]| d3d10warp.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff4a710000
2016-07-16 02:28:23 UTC+0000|[PE HEADER (dll)]| CRYPTBASE.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51090000
2016-07-16 02:28:23 UTC+0000|[PE DEBUG]| CRYPTBASE.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51090000
2021-11-20 14:20:23 UTC+0000|[DLL LOADTIME (dll)]| CRYPTBASE.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51090000
2016-09-15 16:36:20 UTC+0000|[PE HEADER (dll)]| Windows.ApplicationModel.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff41870000
-|[PE DEBUG]| Windows.ApplicationModel.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff41870000
2021-11-20 14:20:21 UTC+0000|[DLL LOADTIME (dll)]| Windows.ApplicationModel.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff41870000
2016-11-11 09:02:57 UTC+0000|[PE HEADER (dll)]| ActXPrxy.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff45e80000
2016-11-11 09:02:57 UTC+0000|[PE DEBUG]| ActXPrxy.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff45e80000
2021-11-20 14:20:21 UTC+0000|[DLL LOADTIME (dll)]| ActXPrxy.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff45e80000
2016-07-16 02:26:32 UTC+0000|[PE HEADER (dll)]| NTASN1.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff510f0000
2016-07-16 02:26:32 UTC+0000|[PE DEBUG]| NTASN1.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff510f0000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| NTASN1.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff510f0000
2016-07-16 02:26:02 UTC+0000|[PE HEADER (dll)]| XmlLite.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff48b20000
2016-07-16 02:26:02 UTC+0000|[PE DEBUG]| XmlLite.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff48b20000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| XmlLite.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff48b20000
2016-07-16 02:23:51 UTC+0000|[PE HEADER (dll)]| ncrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51130000
2016-07-16 02:23:51 UTC+0000|[PE DEBUG]| ncrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51130000
2021-11-20 14:20:24 UTC+0000|[DLL LOADTIME (dll)]| ncrypt.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff51130000
2016-07-16 02:22:52 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff54740000
2016-07-16 02:22:52 UTC+0000|[PE DEBUG]| sechost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff54740000
2021-11-20 14:20:20 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: SearchUI.exe/PID: 3160/PPID: 860/Process POffset: 0x13141800/DLL Base: 0x7fff54740000
