Volatility 3 Framework 2.5.2

Offset	Name	Size
0xad8189a87a70	\Windows\System32\mfcsubs.dll	216
0xad8189a87c00	\$Directory	216
0xad8189a88560	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData	216
0xad8189a886f0	tsSet	216
0xad8189a88a10	\Windows\Fonts\msyi.ttf	216
0xad8189a88ba0	㡹琙X롭⠀ĸ顎⤀X顓爀瘀* Tr썵ச䫀ﬁ☄ꦈ炐ﮕ（	216
0xad8189a88ec0	\$Directory	216
0xad8189a89500	\Windows\SysWOW64\vcruntime140_clr0400.dll	216
0xad8189a89690	\Windows\SysWOW64\FirewallAPI.dll	216
0xad8189a89820	\Windows\System32\bcd.dll	216
0xad8189a899b0	\Windows\Microsoft.NET\Framework\v4.0.30319\clr.dll	216
0xad8189a89cd0	\Windows\SysWOW64\mscoree.dll	216
0xad8189a89e60	\Windows\SysWOW64\dsound.dll	216
0xad8189a8a180	\Windows\SysWOW64\WindowsCodecsExt.dll	216
0xad8189a8a630	퀕ⷼ=ν=Ͽ逇⏼=ƽ=ǿ߿顓ड䰳挄甀爀⇈t땹䰇＀ԁ䀠嵐	216
0xad8189a8a7c0	\$Directory	216
0xad8189a8aae0	\Windows\System32\amsi.dll	216
0xad8189a8b120	\Windows\System32\RMapi.dll	216
0xad8189a8b440	ἀၿ甯䌏罩唱⇙-橓敆⇘n ΁嘋㡋礀ĸ婯�걃㔃Ȟኘ㲶２᳿䨁	216
0xad8189a8b5d0	\Windows\System32\EthernetMediaManager.dll	216
0xad8189a8b760	�⸏࡮✢ἐ囿윁锊㼓攞缗輐体•䔀㎸롧켐Ἇ槿✁圐⊊˰፲Ῐᡐၽ罕氱∏ꜜ圅＀壿匁邏	216
0xad8189a8ba80	ll,-117	216
0xad8189a8bda0	搜椟ꢈ偖箭唐ന롥뤏名ಸꡭ愐\Aࡰ䐀ᄎ줍椀ඨ롧䴏ᆏ㻿i橢ꨅ좢氂t㡹七Ј穲琕Ј뽲１Ŏ	216
0xad8189a8c0c0	\$Directory	216
0xad8189a8c3e0	\Windows\System32\en-GB\svchost.exe.mui	216
0xad8189a8c570	\Windows\System32\wininet.dll	216
0xad8189a8c700	\Program Files\Windows Defender\MpOAV.dll	216
0xad8189a8c890	ｧ逍߿ᙯǿ㷐৿槿៿３廓ǿｓｐᘛ׿￺ጹǿ❯׿䀐	216
0xad8189a8ca20	\CMApi	216
0xad8189a8cd40	\Windows\System32\NfcRadioMedia.dll	216
0xad8189a8d1f0	\CMNotify	216
0xad8189a8d510	氁⸀࿏ᓿК਑ᖢ᭘<㰜㜀＀ĝῖ᩼㐞ၽ⡕攍ྸඹ䡔洌洀*\Aࡰ䐀ᄎ͒ꨫ㢪愐è�服༨轍１匲⁈	216
0xad8189a8d6a0	\Windows\System32	216
0xad8189a8d830	\$Directory	216
0xad8189a8d9c0	\$Directory	216
0xad8189a8dce0	昀⹴獵	216
0xad8189a8de70	\CMNotify	216
0xad8189a8e190	\Windows\SysWOW64\UIAnimation.dll	216
0xad8189a8e320	\$Directory	216
0xad8189a8e4b0	\$Directory	216
0xad8189a8e640	\Dev\Query	216
0xad8189a8e7d0	\Windows\System32\WlanRadioManager.dll	216
0xad8189a8e960	\$Directory	216
0xad8189a8eaf0	\$Directory	216
0xad8189a8ec80	\Windows\System32\wups.dll	216
0xad8189a8ee10	\$Directory	216
0xad8189a8f2c0	\$Directory	216
0xad8189a8f5e0	\$Directory	216
0xad8189a8f900	\Windows\System32\BthRadioMedia.dll	216
0xad8189a8fc20	\$Directory	216
0xad8189a8fdb0	\$Directory	216
0xad8189a900d0	瑦ဂϿ漘ꓸ௹ǹ獵ᇿ᫿ﬧ＃ἅ←ǿᗯᇿ샐㪇ͧ￤＇！％ဟﬨ︅聽꟎ꊦￅ܃෿ჶ᏿６᭐ϻῐ	216
0xad8189a90260	\$Directory	216
0xad8189a903f0	\$Directory	216
0xad8189a90580	l	216
0xad8189a908a0	\$Directory	216
0xad8189a90a30	\Windows\System32\BluetoothApis.dll	216
0xad8189a90bc0	\Windows\System32\wsnmp32.dll	216
0xad8189a90d50	\$Directory	216
0xad8189a91200	\$Directory	216
0xad8189a91390	\Windows\Fonts\arialbd.ttf	216
0xad8189a91520	\$Directory	216
0xad8189a916b0	\Windows\Fonts\arialbi.ttf	216
0xad8189a919d0	\Windows\System32\threadpoolwinrt.dll	216
0xad8189a91cf0	\$Directory	216
0xad8189a91e80	\$Directory	216
0xad8189a921a0	\$Directory	216
0xad8189a92650	ᬂ	216
0xad8189a927e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	216
0xad8189a92970	\$Directory	216
0xad8189a93140	\$Directory	216
0xad8189a93460	\Windows\System32\wuapi.dll	216
0xad8189a935f0	\$Directory	216
0xad8189a93780	\$Directory	216
0xad8189a93910	\Windows\Fonts\arial.ttf	216
0xad8189a93aa0	\Windows\Fonts\ariali.ttf	216
0xad8189a93c30	\$Directory	216
0xad8189a93dc0	\Windows\Fonts\ariblk.ttf	216
0xad8189a940e0	\Windows\Fonts\corbeli.ttf	216
0xad8189a94270	\$Directory	216
0xad8189a94400		216
0xad8189a94590	\$Directory	216
0xad8189a94720	囘ɢ	216
0xad8189a948b0		216
0xad8189a95210	\$Directory	216
0xad8189a953a0	\$Directory	216
0xad8189a959e0	\$Directory	216
0xad8189a96340	\Windows\System32\IDStore.dll	216
0xad8189a964d0		216
0xad8189a96660	\Windows\Fonts\corbel.ttf	216
0xad8189a967f0		216
0xad8189a96ca0	\Windows\Fonts\corbell.ttf	216
0xad8189a97600	\Windows\System32\AppContracts.dll	216
0xad8189a97ab0	\Windows\System32\Windows.Security.Authentication.Web.Core.dll	216
0xad8189a97c40	\Windows\System32\en-US\lsm.dll.mui	216
0xad8189a980f0	\Windows\System32\en-US\dhcpcore.dll.mui	216
0xad8189a988c0	\Windows\System32\snmpapi.dll	216
0xad8189a98a50	\Windows\System32\en-US\combase.dll.mui	216
0xad8189a98be0	\Dev\Query	216
0xad8189a99220	\Windows\System32\Windows.UI.Xaml.Resources.Common.dll	216
0xad8189a99b80	\Windows\Fonts\himalaya.ttf	216
0xad8189a99d10	\$Directory	216
0xad8189a9a1c0	\Windows\Fonts\himalaya.ttf	216
0xad8189a9a800	\Users\Tammam\ntuser.dat.LOG1	216
0xad8189a9b610	\Users\Tammam\ntuser.dat.LOG2	216
0xad8189a9b7a0		216
0xad8189a9bde0	\Windows\System32\radardt.dll	216
0xad8189a9c5b0		216
0xad8189a9c8d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx	216
0xad8189a9d0a0	\Windows\System32\credui.dll	216
0xad8189a9d550	\$Directory	216
0xad8189a9d870	\$Directory	216
0xad8189ccb150	࠲省඿樮豈爀渀ː⁬猅Ὰ롬⸠෈⡲欄ᴊ뀮꤃䤀Ј缀漃౗扪ܢ଄ᨌ淇⤺웨;}뷌멩萀므缀܀ǰᠡ܀؄ᘀɓ/ン衕	216
0xad8189ccb470	\$Directory	216
0xad8189ccb600	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad8189ccb790	\Windows\Fonts\msgothic.ttc	216
0xad8189ccb920	\Dev\Query	216
0xad8189ccbab0	Ѐȁ	216
0xad8189ccbc40	\$Directory	216
0xad8189ccbdd0	\Windows\SysWOW64\wldp.dll	216
0xad8189ccc8c0	\Windows\SystemResources\imageres.dll.mun	216
0xad8189ccca50	\Windows\System32\Windows.CloudStore.dll	216
0xad8189cccbe0	\Windows\System32\execmodelproxy.dll	216
0xad8189ccd090	\$Directory	216
0xad8189ccd3b0	\$Directory	216
0xad8189ccd6d0	\Users\Tammam\AppData\Local\Microsoft\Windows\UsrClass.dat{e388ada9-f75b-11ed-9cf2-000c29fd5df5}.TM.blf	216
0xad8189ccdb80	\Device\HarddiskVolume3\Users\Tammam\AppData\Local\Microsoft\Windows\UsrClass.dat{e388ada9-f75b-11ed-9cf2-000c29fd5df5}.TM	216
0xad8189cce1c0	\Users\Tammam\AppData\Local\Microsoft\Windows\UsrClass.dat{e388ada9-f75b-11ed-9cf2-000c29fd5df5}.TMContainer00000000000000000002.regtrans-ms	216
0xad8189cce350	\Windows\System32\cdpusersvc.dll	216
0xad8189cce4e0	\Windows\Registration\R000000000006.clb	216
0xad8189cce670	\Windows\System32\en-GB\winsrv.dll.mui	216
0xad8189cce800	\Windows\System32	216
0xad8189cce990	\Windows\System32\coreaudiopolicymanagerext.dll	216
0xad8189cceb20	\Windows\System32\Windows.Data.Activities.dll	216
0xad8189ccecb0	\Windows\System32\DesktopShellExt.dll	216
0xad8189ccf160	\Windows\Fonts\simsun.ttc	216
0xad8189ccf2f0	\Windows\System32\sihost.exe	216
0xad8189ccf480	\Windows\System32\winevt\Logs\Microsoft-Windows-CloudStore%4Operational.evtx	216
0xad8189ccf610	\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Operational.evtx	216
0xad8189ccf7a0	\Windows\System32	216
0xad8189ccfac0	\Windows\System32\en-US\lsm.dll.mui	216
0xad8189ccfc50	\CMNotify	216
0xad8189cd0420	\Windows\System32\SettingSync.dll	216
0xad8189cd05b0	\Windows\System32\svchost.exe	216
0xad8189cd0740	\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Debug.evtx	216
0xad8189cd08d0	\Windows\System32\en-GB\svchost.exe.mui	216
0xad8189cd0bf0	㘳挹敤磻瀝ɻ莧ڮɹӡ䂨쵁霹	216
0xad8189cd10a0	\Windows\System32\en-GB\user32.dll.mui	216
0xad8189cd13c0	\Windows\Prefetch\PfPre_912ad895.mkd	216
0xad8189cd1550	\$Directory	216
0xad8189cd16e0	N栶⸂樀ט袞⪪頀揪܍退\ࡄ瘂Ժ롥䠁ʨ搄塳嘆Ըl攇㌀党끑࣏	216
0xad8189cd1870	\Windows\System32\cdp.dll	216
0xad8189cd1a00	￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ	216
0xad8189cd1b90	\Windows\System32\hcproviders.dll	216
0xad8189cd1d20	\$Directory	216
0xad8189cd21d0	￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ	216
0xad8189cd2360	\Windows\System32\rometadata.dll	216
0xad8189cd24f0	\$Directory	216
0xad8189cd2680	\Windows\System32\QuietHours.dll	216
0xad8189cd2810	Lo䡣氀ƨ㡐挀欀(猁M艩ࢢ爀Ęᡳ昀琀⸀圀n硤眀˸.塓愁͘	216
0xad8189cd29a0	\Windows\Registration\R000000000006.clb	216
0xad8189cd2cc0	\Windows\System32\ClipboardServer.dll	216
0xad8189cd2e50	\Windows\System32\perfos.dll	216
0xad8189cd3170	\Windows\Fonts\symbol.ttf	216
0xad8189cd3490	⊅e䴀枉䤈例䠘즅౴ｈ켕ᙖༀ䐟	216
0xad8189cd3620	\Windows\Fonts\symbol.ttf	216
0xad8189cd3940	\Windows\Fonts\msyh.ttc	216
0xad8189cd3c60	d萀㠃㥢㜱儲賈笧ꃼ祆鈯캐ꭋ면갆Ϡ䆼諁ࠀ竡㘂ㅤ㥦㉢㔵ʨㅡ户㔳㥡晡㌰挱挷㈱5ࠀ	216
0xad8189cd42a0	\Windows\System32	216
0xad8189cd4430	\Windows\System32\wpnprv.dll	216
0xad8189cd45c0	\$Directory	216
0xad8189cd4750	\Windows\System32\spoolss.dll	216
0xad8189cd4a70	\Windows\System32\winspool.drv	216
0xad8189cd4c00	\CMApi	216
0xad8189cd4d90	\Windows\System32\ActivationManager.dll	216
0xad8189cd50b0	\Windows\System32\TabSvc.dll	216
0xad8189cd5240	\Windows\System32\en-US\ESENT.dll.mui	216
0xad8189cd53d0	爀(\Ta࡭⤀尀䄀ƈp顄琀\Lᔁᔕo䡣氀ƨ㡐挀欀(猁	216
0xad8189cd5560	\Windows\System32\WpnUserService.dll	216
0xad8189cd56f0	\Windows\System32\Faultrep.dll	216
0xad8189cd5a10	\Windows\System32\NotificationController.dll	216
0xad8189cd5d30	\Users\Tammam\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat	216
0xad8189cd61e0	\Windows\System32\en-US\winmm.dll.mui	216
0xad8189cd6370	\Windows\System32\AppointmentActivation.dll	216
0xad8189cd6500	\CMNotify	216
0xad8189cd6690	\Windows\System32\PlaySndSrv.dll	216
0xad8189cd69b0	\Windows\System32	216
0xad8189cd6b40	￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ￿ÿ	216
0xad8189cd6cd0	\CMNotify	216
0xad8189cd6e60	\Windows\Registration\R000000000006.clb	216
0xad8189cd7180	\Windows\System32\en-US\MsCtfMonitor.dll.mui	216
0xad8189cd7310	\$Directory	216
0xad8189cd74a0	\$Directory	216
0xad8189cd7630	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xad8189cd77c0	\CMApi	216
0xad8189cd7950	\Windows\System32\TextInputMethodFormatter.dll	216
0xad8189cd7ae0	\Windows\System32\ExecModelClient.dll	216
0xad8189cd7c70	\Windows\System32\ACPBackgroundManagerPolicy.dll	216
0xad8189cd7e00	\Windows\System32\usbmon.dll	216
0xad8189cd8120	\Windows\SysWOW64\windows.storage.dll	216
0xad8189cd8440	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad8189cd88f0	\Windows\System32\AppMon.dll	216
0xad8189cd8c10	\Windows\System32\WindowManagement.dll	216
0xad8189cd8da0	\Users\Tammam\AppData\Local\Microsoft\Windows\Notifications\WPNPRMRY.tmp	216
0xad8189cd90c0	\Windows\System32\en-GB\localspl.dll.mui	216
0xad8189cd93e0	\$Directory	216
0xad8189cd9570	\Users\Tammam\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm	216
0xad8189cd9700	\Windows\System32\gamestreamingext.dll	216
0xad8189cd9a20	\CMNotify	216
0xad8189cd9bb0	\Windows\System32\BackgroundMediaPolicy.dll	216
0xad8189cd9d40	\Windows\System32\SmartCardBackgroundPolicy.dll	216
0xad8189cd9ed0	\Windows\System32\PrintIsolationProxy.dll	216
0xad8189cda1f0	\Windows\System32\FXSMON.dll	216
0xad8189cda380	\Windows\System32\InputService.dll	216
0xad8189cda510	\Windows\System32\SebBackgroundManagerPolicy.dll	216
0xad8189cda6a0	\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll	216
0xad8189cda830	\Windows\System32\dui70.dll	216
0xad8189cda9c0	\Windows\System32\tcpmon.dll	216
0xad8189cdab50	\Windows\Fonts\msyh.ttc	216
0xad8189cdae70	\$Directory	216
0xad8189cdb190	譈焍ᖟ䠀즅ɵ쳃쇩Ƹ찀쳌쳌쳌쳌쳌쳌荈!譈쏁쳌쳌쳌쳌쀳쳃쳌	216
0xad8189cdb320	\Windows\System32\MTFServer.dll	216
0xad8189cdb4b0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad8189cdb640	\Windows\Registration\R000000000006.clb	216
0xad8189cdb960	\CMNotify	216
0xad8189cdbaf0	\Windows\System32\notificationplatformcomponent.dll	216
0xad8189cdbc80	\Dev\Query	216
0xad8189cdbe10	\Users\Tammam\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-shm	216
0xad8189cdc130	\Users\Tammam\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal	216
0xad8189cdc2c0	\CMNotify	216
0xad8189cdc450	\Windows\Registration\R000000000006.clb	216
0xad8189cdc5e0	\Windows\System32\ShareHost.dll	216
0xad8189cdc770	\Windows\System32\UIAutomationCore.dll	216
0xad8189cdc900	\Windows\System32\Windows.StateRepositoryClient.dll	216
0xad8189cdcc20	\Windows\System32\tokenbinding.dll	216
0xad8189cdcdb0	\Windows\System32\TokenBroker.dll	216
0xad8189cdd0d0	\Windows\System32\msxml6.dll	216
0xad8189cdd260	\Windows\System32\InputLocaleManager.dll	216
0xad8189cdd3f0	\Windows\Fonts\verdana.ttf	216
0xad8189cdd710	\Windows\System32\Windows.Networking.Connectivity.dll	216
0xad8189cdd8a0	\Users\Tammam\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0xad8189cdda30	\Windows\System32\msxml6r.dll	216
0xad8189cddbc0	\$Directory	216
0xad8189cddd50	\CMApi	216
0xad8189cddee0	\Windows\System32\C_1251.NLS	216
0xad8189cde390		216
0xad8189cde520	\Windows\System32\wlidprov.dll	216
0xad8189cde6b0	\Windows\System32\C_1250.NLS	216
0xad8189cde840	\Windows\System32\dusmapi.dll	216
0xad8189cde9d0	\Windows\System32\MTF.dll	216
0xad8189cdeb60	\Windows\System32\Windows.System.Launcher.dll	216
0xad8189cdecf0	\Windows\System32\twinui.appcore.dll	216
0xad8189cdee80	\Windows\Registration\R000000000006.clb	216
0xad8189cdf330		216
0xad8189cdf4c0	\Windows\System32\CapabilityAccessManager.dll	216
0xad8189cdf650	\Windows\System32\drvstore.dll	216
0xad8189cdf7e0	\Windows\System32\AppResolver.dll	216
0xad8189cdfb00	\Windows\System32\PackageStateChangeHandler.dll	216
0xad8189cdfc90	\Windows\System32\C_1254.NLS	216
0xad8189cdfe20	\Windows\System32\C_1253.NLS	216
0xad8189ce0140	\Windows\System32\TileDataRepository.dll	216
0xad8189ce02d0	\Windows\System32\C_1256.NLS	216
0xad8189ce05f0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeployment%4Operational.evtx	216
0xad8189ce0780	\Windows\System32\UiaManager.dll	216
0xad8189ce0aa0		216
0xad8189ce0c30	\Windows\System32\daxexec.dll	216
0xad8189ce10e0	\$Directory	216
0xad8189ce1590	\$Directory	216
0xad8189ce1720	\Windows\System32\keyiso.dll	216
0xad8189ce1a40	\Endpoint	216
0xad8189ce1d60	\$Directory	216
0xad8189ce2210	\Dev\Query	216
0xad8189ce23a0	䐟 ;΀8�胭ᰀ#ù²භ㄰Ăë?唀ȃḀɻ)䂀Ȁꨀ	216
0xad8189ce2530	\Windows\System32\en-GB\winnlsres.dll.mui	216
0xad8189ce26c0	\$Directory	216
0xad8189ce2850	\$Directory	216
0xad8189ce29e0	\Windows\System32\spool\prtprocs\x64\winprint.dll	216
0xad8189ce2b70	\$Directory	216
0xad8189ce2d00	\Windows\System32\en-GB\crypt32.dll.mui	216
0xad8189ce31b0	\Windows\System32\container.dll	216
0xad8189ce3b10	\$Directory	216
0xad8189ce3ca0	\$Directory	216
0xad8189ce4150	\Windows\System32\mssrch.dll	216
0xad8189ce42e0	\Windows\SysWOW64\msasn1.dll	216
0xad8189ce4600	\Windows\SysWOW64\powrprof.dll	216
0xad8189ce4920	\Windows\System32\en-GB\win32spl.dll.mui	216
0xad8189ce4c40	\Windows\System32\win32spl.dll	216
0xad8189ce4dd0	\Windows\System32\Windows.CloudStore.Schema.Shell.dll	216
0xad8189ce5410	\Windows\System32\AppExtension.dll	216
0xad8189ce55a0	ｈ뤕ཝༀ䐟	216
0xad8189ce5be0	\Windows\System32\cdpsvc.dll	216
0xad8189ce5d70	\ProgramData\Microsoft\Windows Security Health\Logs\SHS-05222023-003202-7-7f-19041.1.amd64fre.vb_release.191206-1406.etl	216
0xad8189ce6090	\Windows\SysWOW64\cryptsp.dll	216
0xad8189ce6220	\Windows\System32\tquery.dll	216
0xad8189ce6860	\Windows\System32\wpnclient.dll	216
0xad8189ce6b80	\Windows\System32\ContentDeliveryManager.Utilities.dll	216
0xad8189ce6ea0	\Windows\System32\en-GB\crypt32.dll.mui	216
0xad8189ce7670	\Windows\System32\wshbth.dll	216
0xad8189ce7b20	\Windows\System32\inetpp.dll	216
0xad8189ce7cb0	\Endpoint	216
0xad8189ce7e40	\Windows\System32\twinui.pcshell.dll	216
0xad8189ce8c50	纉䠐ꮋƠ	216
0xad8189ce8de0	\CMNotify	216
0xad8189ce9100	\CMNotify	216
0xad8189ce9290	\Windows\System32	216
0xad8189ce9420	\Windows\System32\Clipc.dll	216
0xad8189ce95b0	\$Directory	216
0xad8189ce9740	\Windows\SysWOW64\profapi.dll	216
0xad8189ce9bf0	\Windows\System32\en-US\mswsock.dll.mui	216
0xad8189cea0a0	\Dev\Query	216
0xad8189cea230	\Windows\System32\sbservicetrigger.dll	216
0xad8189cea870	\$Directory	216
0xad8189ceaa00	\Windows\CSC	216
0xad8189ceab90	\Windows\CSC\v2.0.6	216
0xad818c056150	\SwDevice	216
0xad818c056470	\Windows\CSC\v2.0.6\pq	216
0xad818c056600	\Windows\Fonts\cambria.ttc	216
0xad818c056920	\Windows\CSC\v2.0.6\temp	216
0xad818c056c40	\Windows\CSC\v2.0.6\namespace	216
0xad818c056dd0	\Dev\Query	216
0xad818c0570f0	\SwDevice	216
0xad818c057280	\$Directory	216
0xad818c0575a0	詁䄀㾱蠂䄂ࢊ蠄	216
0xad818c0578c0	\$Directory	216
0xad818c057be0	\Windows\System32\spool\drivers\W32X86\PCC	216
0xad818c057d70	\$ConvertToNonresident	216
0xad818c058090	\$MapAttributeValue	216
0xad818c058220	躗	216
0xad818c058540	\Windows\System32\spool\drivers\W32X86\PCC	216
0xad818c0586d0	\Windows\System32\wpnapps.dll	216
0xad818c058860	\Windows\en-GB\explorer.exe.mui	216
0xad818c0589f0	\$Directory	216
0xad818c058d10	\Windows\System32\spool\drivers\x64\PCC	216
0xad818c0591c0	\Windows\System32\vaultcli.dll	216
0xad818c059670	\Windows\System32\spool\drivers\x64\PCC	216
0xad818c059b20	\Windows\Registration\R000000000006.clb	216
0xad818c059cb0	\$Directory	216
0xad818c059e40	ۿ｀؏你ӻ=ͽ=｠⼁＆㼊怐ǭ稈봐਀	216
0xad818c05aac0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xad818c05ac50	\Windows\Fonts\seguisb.ttf	216
0xad818c05ade0	\$Directory	216
0xad818c05b100	\$Directory	216
0xad818c05b5b0	\Windows\Fonts\arial.ttf	216
0xad818c05ba60	\$Directory	216
0xad818c05bd80		216
0xad818c05c230	\$Directory	216
0xad818c05c3c0	\Users\Tammam\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000001.db	216
0xad818c05c550	\Windows\System32\NotificationControllerPS.dll	216
0xad818c05ca00	\Endpoint	216
0xad818c05cb90	\Endpoint	216
0xad818c05cd20	\CMNotify	216
0xad818c05ceb0	\CMNotify	216
0xad818c05d4f0	\Windows\System32\StartTileData.dll	216
0xad818c05d810	ㆰ譈う譄ీ赁ｐ㍅䣉쮋䗨￘뫿r	216
0xad818c05db30	\Windows\System32\en-GB\winnlsres.dll.mui	216
0xad818c05e170	\$Directory	216
0xad818c05e7b0		216
0xad818c05e940	\$Directory	216
0xad818c05f110	\Endpoint	216
0xad818c05f8e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4Operational.evtx	216
0xad818c05fc00	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\databases\Databases.db	216
0xad818c05fd90	\Windows\System32\AppxAllUserStore.dll	216
0xad818c060240	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4AppDefaults.evtx	216
0xad818c060560	\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Admin.evtx	216
0xad818c060880	\$Directory	216
0xad818c060a10	\$Directory	216
0xad818c060d30	\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Operational.evtx	216
0xad818c061370	\Windows\System32\en-GB\shell32.dll.mui	216
0xad818c061500	\$Directory	216
0xad818c061690	\Windows\System32\webservices.dll	216
0xad818c0619b0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx	216
0xad818c061b40	\Windows\System32\winbrand.dll	216
0xad818c061cd0	\Windows\SysWOW64\MrmCoreR.dll	216
0xad818c061e60	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx	216
0xad818c062180	\$Directory	216
0xad818c062310	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx	216
0xad818c0624a0	\Windows\SystemResources\zipfldr.dll.mun	216
0xad818c062c70	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Header.bin	216
0xad818c0632b0	\Windows\System32\OpcServices.dll	216
0xad818c0635d0	\Windows\System32\AppxPackaging.dll	216
0xad818c063760	\Windows\SysWOW64\AudioSes.dll	216
0xad818c063c10	\$Directory	216
0xad818c0640c0	鈰踔ɋ	216
0xad818c0643e0	\$Directory	216
0xad818c064700	\Windows\Fonts\seguihis.ttf	216
0xad818c064890	\$Directory	216
0xad818c064d40	\Windows\System32\wlidcredprov.dll	216
0xad818c064ed0	\Windows\Fonts	216
0xad818c0651f0	\$Directory	216
0xad818c065510	\Windows\SysWOW64\msftedit.dll	216
0xad818c0656a0	\$Directory	216
0xad818c065830	\$Directory	216
0xad818c065b50	\Users\Tammam\AppData\Local\Temp\d6f37e47-3688-486f-acd2-27f8f30d7934.tmp	216
0xad818c066190	\Windows\System32	216
0xad818c0664b0	\$Directory	216
0xad818c066af0	\$Directory	216
0xad818c066c80	\Windows\System32\en-GB\user32.dll.mui	216
0xad818c067450	\Windows\System32\en-US\msxml6r.dll.mui	216
0xad818c067a90	\$Directory	216
0xad818c0683f0	\$Directory	216
0xad818c068580	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Session Storage\000006.log	216
0xad818c068710	\Windows\SysWOW64\Windows.Graphics.dll	216
0xad818c068a30	\$Directory	216
0xad818c068d50	\$Directory	216
0xad818c068ee0	\$Directory	216
0xad818c069200	\$Directory	216
0xad818c069840	\$Directory	216
0xad818c0699d0	\$Directory	216
0xad818c069b60	\Windows\Fonts\seguisb.ttf	216
0xad818c069e80	\$Directory	216
0xad818c06a1a0	\Windows\Fonts\ariblk.ttf	216
0xad818c06a330	\$Directory	216
0xad818c06a4c0	\$Directory	216
0xad818c06a650	\Windows\Fonts\comic.ttf	216
0xad818c06a7e0	\Windows\Fonts\comici.ttf	216
0xad818c06a970	\$Directory	216
0xad818c06ab00	\Windows\Fonts\comicz.ttf	216
0xad818c06ac90	\$Directory	216
0xad818c06b2d0	\$Directory	216
0xad818c06b460	\$Directory	216
0xad818c06b5f0	\$Directory	216
0xad818c06b780	\Windows\Fonts\comicbd.ttf	216
0xad818c06b910	\$Directory	216
0xad818c06baa0	\$Directory	216
0xad818c06bdc0	\lsass	216
0xad818c06c0e0		216
0xad818c06c270	㡇㻲	216
0xad818c06c400	\Windows\Fonts\Candarali.ttf	216
0xad818c06c720		216
0xad818c06c8b0	ₔ	216
0xad818c06d080		216
0xad818c06d210		216
0xad818c06d9e0	\$Directory	216
0xad818c06db70		216
0xad818c06e7f0		216
0xad818c06eca0		216
0xad818c06ee30		216
0xad818c070a50	\$Directory	216
0xad818c071220	\Windows\Fonts\seguisym.ttf	216
0xad818c0713b0	\Windows\Fonts\ebrima.ttf	216
0xad818c0716d0	\Windows\Fonts\msjh.ttc	216
0xad818c0732f0	\Windows\System32\wuuhext.dll	216
0xad818c1431e0	\Windows\Fonts\calibri.ttf	216
0xad818c143370	\$Directory	216
