2021-04-30 17:52:19 UTC+0000|[LIVE RESPONSE]| (System time)|
2056-02-11 16:32:39 UTC+0000|[PE HEADER (dll)]| cryptngc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f830000
2056-02-11 16:32:39 UTC+0000|[PE DEBUG]| cryptngc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f830000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| cryptngc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f830000
2086-10-05 12:37:30 UTC+0000|[PE HEADER (dll)]| clbcatq.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd895c0000
-|[PE DEBUG]| clbcatq.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd895c0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| clbcatq.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd895c0000
2015-11-20 22:31:21 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87e60000
-|[PE DEBUG]| msvcrt.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87e60000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| msvcrt.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87e60000
2008-01-08 01:07:38 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87870000
2008-01-08 01:07:38 UTC+0000|[PE DEBUG]| sechost.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87870000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd87870000
2007-07-09 17:34:50 UTC+0000|[PE HEADER (dll)]| windows.storage.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd85090000
2007-07-09 17:34:50 UTC+0000|[PE DEBUG]| windows.storage.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd85090000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| windows.storage.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd85090000
2097-04-21 13:22:36 UTC+0000|[PE HEADER (dll)]| audioses.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f6a0000
2097-04-21 13:22:36 UTC+0000|[PE DEBUG]| audioses.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f6a0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| audioses.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f6a0000
2056-06-27 08:40:41 UTC+0000|[PE HEADER (dll)]| coml2.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd88a90000
2056-06-27 08:40:41 UTC+0000|[PE DEBUG]| coml2.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd88a90000
2021-04-30 17:39:48 UTC+0000|[DLL LOADTIME (dll)]| coml2.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd88a90000
2101-02-14 01:48:49 UTC+0000|[PE HEADER (dll)]| semgrsvc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f8b0000
2101-02-14 01:48:49 UTC+0000|[PE DEBUG]| semgrsvc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f8b0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| semgrsvc.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f8b0000
2072-08-22 06:25:58 UTC+0000|[PE HEADER (dll)]| PCPKsp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f4f0000
2072-08-22 06:25:58 UTC+0000|[PE DEBUG]| PCPKsp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f4f0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| PCPKsp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd7f4f0000
1977-05-03 20:26:59 UTC+0000|[PE HEADER (dll)]| win32u.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd872c0000
-|[PE DEBUG]| win32u.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd872c0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| win32u.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd872c0000
2043-02-02 13:03:38 UTC+0000|[PE HEADER (dll)]| shlwapi.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd884d0000
-|[PE DEBUG]| shlwapi.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd884d0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| shlwapi.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd884d0000
2004-05-09 08:32:07 UTC+0000|[PE HEADER (dll)]| Wldp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd868f0000
2004-05-09 08:32:07 UTC+0000|[PE DEBUG]| Wldp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd868f0000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| Wldp.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd868f0000
2102-08-03 16:52:10 UTC+0000|[PE HEADER (dll)]| OLEAUT32.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd89700000
2102-08-03 16:52:10 UTC+0000|[PE DEBUG]| OLEAUT32.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd89700000
2021-04-30 17:39:46 UTC+0000|[DLL LOADTIME (dll)]| OLEAUT32.dll| Process: svchost.exe/PID: 1880/PPID: 712/Process POffset: 0x29ce9340/DLL Base: 0x7ffd89700000
2021-04-30 12:39:44 UTC+0000|[PROCESS]| svchost.exe| PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-25 18:44:31 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2019-12-07 09:15:08 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-30 17:51:19 UTC+0000|[Handle (Key)]| MACHINE| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2019-12-07 09:15:14 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\OLE| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2020-11-19 07:30:15 UTC+0000|[Handle (Key)]| USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-25 17:29:55 UTC+0000|[Handle (Key)]| USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-30 12:39:43 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-30 01:20:14 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-30 01:20:14 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2019-12-07 09:15:10 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2020-11-19 02:53:37 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\ACTIVATABLECLASSID| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2019-12-07 09:52:45 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\SERVER| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2020-11-19 07:30:15 UTC+0000|[Handle (Key)]| USER\.DEFAULT\SOFTWARE\CLASSES| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2021-04-30 17:39:47 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
2020-11-19 07:32:34 UTC+0000|[Handle (Key)]| USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION| svchost.exe PID: 1452/PPID: 712/POffset: 0x292502c0
1972-12-14 16:22:50 UTC+0000|[PE HEADER (exe)]| svchost.exe| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ff7dc9a0000
1972-12-14 16:22:50 UTC+0000|[PE DEBUG]| svchost.exe| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ff7dc9a0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (exe)]| svchost.exe| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ff7dc9a0000
2052-11-24 01:54:30 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89810000
2052-11-24 01:54:30 UTC+0000|[PE DEBUG]| ntdll.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89810000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89810000
2010-06-24 15:35:53 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87d30000
2010-06-24 15:35:53 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87d30000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87d30000
1981-09-10 02:51:39 UTC+0000|[PE HEADER (dll)]| advapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87a40000
-|[PE DEBUG]| advapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87a40000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| advapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87a40000
2000-05-19 15:25:03 UTC+0000|[PE HEADER (dll)]| msvcp_win.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87320000
-|[PE DEBUG]| msvcp_win.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87320000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| msvcp_win.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87320000
2077-01-01 02:27:58 UTC+0000|[PE HEADER (dll)]| combase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88170000
2077-01-01 02:27:58 UTC+0000|[PE DEBUG]| combase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88170000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| combase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88170000
2072-05-26 11:36:39 UTC+0000|[PE HEADER (dll)]| WINSTA.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86c90000
-|[PE DEBUG]| WINSTA.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86c90000
2021-04-30 17:39:47 UTC+0000|[DLL LOADTIME (dll)]| WINSTA.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86c90000
2097-05-29 15:24:23 UTC+0000|[PE HEADER (dll)]| user32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89320000
2097-05-29 15:24:23 UTC+0000|[PE DEBUG]| user32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89320000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| user32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89320000
2020-01-11 20:04:49 UTC+0000|[PE HEADER (dll)]| wtsapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82ca0000
2020-01-11 20:04:49 UTC+0000|[PE DEBUG]| wtsapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82ca0000
2021-04-30 17:39:47 UTC+0000|[DLL LOADTIME (dll)]| wtsapi32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82ca0000
2103-03-01 12:14:47 UTC+0000|[PE HEADER (dll)]| USERENV.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e10000
2103-03-01 12:14:47 UTC+0000|[PE DEBUG]| USERENV.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e10000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| USERENV.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e10000
2015-11-20 22:31:21 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87e60000
-|[PE DEBUG]| msvcrt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87e60000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| msvcrt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87e60000
2085-05-15 16:32:12 UTC+0000|[PE HEADER (dll)]| wintypes.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82e30000
-|[PE DEBUG]| wintypes.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82e30000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| wintypes.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd82e30000
1993-04-23 01:39:11 UTC+0000|[PE HEADER (dll)]| ucrtbase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87060000
-|[PE DEBUG]| ucrtbase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87060000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| ucrtbase.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87060000
2055-12-03 17:05:40 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89670000
2055-12-03 17:05:40 UTC+0000|[PE DEBUG]| GDI32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89670000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| GDI32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd89670000
2097-10-30 06:42:21 UTC+0000|[PE HEADER (dll)]| kernel.appcore.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd84e90000
-|[PE DEBUG]| kernel.appcore.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd84e90000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| kernel.appcore.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd84e90000
1972-12-29 15:10:51 UTC+0000|[PE HEADER (dll)]| WLDAP32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87b20000
-|[PE DEBUG]| WLDAP32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87b20000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| WLDAP32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87b20000
2056-04-22 00:44:49 UTC+0000|[PE HEADER (dll)]| usermgrproxy.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd802d0000
2056-04-22 00:44:49 UTC+0000|[PE DEBUG]| usermgrproxy.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd802d0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| usermgrproxy.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd802d0000
2020-04-17 00:39:18 UTC+0000|[PE HEADER (dll)]| SHCORE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88570000
2020-04-17 00:39:18 UTC+0000|[PE DEBUG]| SHCORE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88570000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| SHCORE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88570000
2065-02-06 01:03:14 UTC+0000|[PE HEADER (dll)]| bcrypt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd872f0000
2065-02-06 01:03:14 UTC+0000|[PE DEBUG]| bcrypt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd872f0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| bcrypt.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd872f0000
2022-01-18 10:29:28 UTC+0000|[PE HEADER (dll)]| KERNEL32.DLL| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88b10000
2022-01-18 10:29:28 UTC+0000|[PE DEBUG]| KERNEL32.DLL| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88b10000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| KERNEL32.DLL| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd88b10000
1995-02-01 11:59:59 UTC+0000|[PE HEADER (dll)]| KERNELBASE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87520000
1995-02-01 11:59:59 UTC+0000|[PE DEBUG]| KERNELBASE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87520000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| KERNELBASE.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87520000
2102-08-26 08:08:07 UTC+0000|[PE HEADER (dll)]| gdi32full.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86f50000
2102-08-26 08:08:07 UTC+0000|[PE DEBUG]| gdi32full.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86f50000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| gdi32full.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86f50000
1981-09-12 11:59:10 UTC+0000|[PE HEADER (dll)]| usermgr.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80580000
1981-09-12 11:59:10 UTC+0000|[PE DEBUG]| usermgr.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80580000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| usermgr.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80580000
2086-10-05 12:37:30 UTC+0000|[PE HEADER (dll)]| clbcatq.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd895c0000
-|[PE DEBUG]| clbcatq.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd895c0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| clbcatq.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd895c0000
2034-06-14 15:18:12 UTC+0000|[PE HEADER (dll)]| profapi.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e90000
2034-06-14 15:18:12 UTC+0000|[PE DEBUG]| profapi.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e90000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| profapi.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e90000
2100-08-06 12:47:00 UTC+0000|[PE HEADER (dll)]| CRYPT32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd873c0000
2100-08-06 12:47:00 UTC+0000|[PE DEBUG]| CRYPT32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd873c0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| CRYPT32.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd873c0000
2046-05-23 23:27:27 UTC+0000|[PE HEADER (dll)]| bcryptPrimitives.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd877f0000
2046-05-23 23:27:27 UTC+0000|[PE DEBUG]| bcryptPrimitives.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd877f0000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| bcryptPrimitives.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd877f0000
2008-01-08 01:07:38 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87870000
2008-01-08 01:07:38 UTC+0000|[PE DEBUG]| sechost.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87870000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd87870000
2102-05-20 08:42:41 UTC+0000|[PE HEADER (dll)]| AppXDeploymentClient.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80350000
-|[PE DEBUG]| AppXDeploymentClient.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80350000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| AppXDeploymentClient.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd80350000
2078-11-15 13:09:36 UTC+0000|[PE HEADER (dll)]| SspiCli.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e40000
2078-11-15 13:09:36 UTC+0000|[PE DEBUG]| SspiCli.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e40000
2021-04-30 12:39:44 UTC+0000|[DLL LOADTIME (dll)]| SspiCli.dll| Process: svchost.exe/PID: 1452/PPID: 712/Process POffset: 0x292502c0/DLL Base: 0x7ffd86e40000
